None	Hvaða sund er á milli Eldlands og meginlands Suður-Ameríku, sunnan við Punta Arenas	Magellansund	Hvaða sund er á milli Eldlands og meginlands Suður Ameríku sunnan við Punta Arenas
None	Hvaða tímarit gáfu Baldvin Einarsson og Þorgeir Guðmundsson út á fyrri hluta 19. aldar	Ármann á Alþingi	Hvaða tímarit gáfu Baldvin Einarsson og Þorgeir Guðmundsson út á fyrri hluta nítjándu aldar
None	Hvaða tímarit hefur gulan rétthyrning sem vörumerki	National Geographic	Hvaða tímarit hefur gulan rétthyrning sem vörumerki
None	Hvaða tveimur Suður-Ameríkuríkjum á Brasilía ekki landamæri að	Chile og Ekvador	Hvaða tveimur Suður Ameríkuríkjum á Brasilía ekki landamæri að
None	Hvaða tveir bandaríkjaforsetar hafa hlotið friðarverðlaun Nóbels	Theodore Roosevelt og Woodrow Wilson	Hvaða tveir bandaríkjaforsetar hafa hlotið friðarverðlaun Nóbels
None	Hvaða tveir flóar liggja að Indlandi	Arabíuflói og Bengalflói	Hvaða tveir flóar liggja að Indlandi
None	Hvaða uppreisn átti sér stað í Kína um aldamótin 1900	Boxarauppreisnin	Hvaða uppreisn átti sér stað í Kína um aldamótin nítján hundruð
None	Hvaða útgáfa gefur út bækur Dan Brown á Íslandi	Bjartur	Hvaða útgáfa gefur út bækur Dan Brown á Íslandi
None	Hvaða var bandaríska fylkið Tennessee áður kallað	Franklin	Hvaða var bandaríska fylkið Tennessee áður kallað
None	Hvaða vatn er á landamærum Níger, Tchad, Kamerún og Nígeríu	Tchadvatn	Hvaða vatn er á landamærum Níger Tchad Kamerún og Nígeríu
None	Hvaða viðurnefni hafði Ari Pálsson sem var brenndur á báli fyrir galdra	Hreppstjórinn prúðbúni	Hvaða viðurnefni hafði Ari Pálsson sem var brenndur á báli fyrir galdra
None	Hvaða viðurnefni hefur Eiríkur í Bert bókunum	Litli	Hvaða viðurnefni hefur Eiríkur í Bert bókunum
None	Hvaða vík er á milli Ófeigsfjarðar og Reykjarfjarðar	Trékyllisvík	Hvaða vík er á milli Ófeigsfjarðar og Reykjarfjarðar
None	Hvaða yfirlýsing segir að evrópsk ríki megi ekki seilast til valda í S-Ameríku	Monroekenningin	Hvaða yfirlýsing segir að evrópsk ríki megi ekki seilast til valda í suður Ameríku
None	Hvaða þekkta söngkona er gift útsetjaranum Robert John "Mutt" Lange	Shania Twain	Hvaða þekkta söngkona er gift útsetjaranum Robert John Mutt Lange
None	Hvaða þekkti arkítekt fæddist árið 1887 í Neuchatel, Svisslandi	Le Corbusier	Hvaða þekkti arkítekt fæddist árið átján hundruð áttatíu og sjö í Neuchatel Svisslandi
None	Hvaða þekkti arkitekt fæddist í Wisconsin árið 1867	Frank Lloyd Wright	Hvaða þekkti arkitekt fæddist í Wisconsin árið átján hundruð sextíu og sjö
None	Hvaða þekkti austurríski listamaður fæddist 14. júlí 1862	Gustav Klimt	Hvaða þekkti austurríski listamaður fæddist fjórtánda júlí átján hundruð sextíu og tvö
None	Hvaða þekkti bandaríski listamaður var fæddur árið 1882	Edward Hopper	Hvaða þekkti bandaríski listamaður var fæddur árið átján hundruð áttatíu og tvö
None	Hvaða þekkti heimsspekingur skrifaði "Thus Spoke Zarathustra"	Friedrich Nietzsche	Hvaða þekkti heimsspekingur skrifaði Thus Spoke Zarathustra 
None	Hvaða þjóðfáni er með mynd af Kalysnikov-vélbyssu í miðju skjaldarmerkinu	Mósambík	Hvaða þjóðfáni er með mynd af Kalysnikov vélbyssu í miðju skjaldarmerkinu
None	Hvaða þjóð fann upp hjólið	Súmerar	Hvaða þjóð fann upp hjólið
None	Hvaða þrír firðir eru milli Flesjartanga og Barðsness	Hellisfjörður, Norðfjörður og Viðfjörður	Hvaða þrír firðir eru milli Flesjartanga og Barðsness
None	Hvaða þýska borg kemur fyrst í stafróinu	Aachen	Hvaða þýska borg kemur fyrst í stafróinu
None	Hvaða þýski herforingi og yfirmaður öryggislögreglunnar var drepinn í Prag árið 1942	Reinhard Heydrich	Hvaða þýski herforingi og yfirmaður öryggislögreglunnar var drepinn í Prag árið nítján hundruð fjörutíu og tvö
None	Hvaða þýski konungur var lýstur keisari í Versölum árið 1871	Vilhjálmur I	Hvaða þýski konungur var lýstur keisari í Versölum árið átján hundruð sjötíu og eitt
None	Hvaða þýski listamaður (f.1832-d.1908) var einn af upphafsmönnum myndasögublaðanna	Wilhelm Busch	Hvaða þýski listamaður f punktur einn átta þrír tveir bandstrik d punktur einn níu núll átta var einn af upphafsmönnum myndasögublaðanna
None	Hvað byrjaði 5. janúar árið 1968	Vorið í Prag	Hvað byrjaði fimmta janúar árið nítján hundruð sextíu og átta
None	Hvað er Dr. Huda Salih Hahdi Ammash betur þekkt sem	Ungfrú miltisbrandur	Hvað er doktor Huda Salih Hahdi Ammash betur þekkt sem
None	Hvað er eina landið fyrir botni Miðjarðarhafs sem hefur ekki eyðimörk	Líbanon	Hvað er eina landið fyrir botni Miðjarðarhafs sem hefur ekki eyðimörk
None	Hvað er Fimbulfamb	Borðspil	Hvað er Fimbulfamb
None	Hvað er fullt nafn leikarans Spencer Tracy	Spencer Bonaventure Tracy	Hvað er fullt nafn leikarans Spencer Tracy
None	Hvað er Fúþark	Norræna rúnastafrófið	Hvað er Fúþark
None	Hvað er hæsta bygging heims há í metrum	452	Hvað er hæsta bygging heims há í metrum
None	Hvað er hús Bjarna riddara betur þekkt sem	Byggðasafn Hafnarfjarðar	Hvað er hús Bjarna riddara betur þekkt sem
None	Hvað er íslandsmetið í langstökki á mótorhjóli (árið 2003) margir metrar	35	Hvað er íslandsmetið í langstökki á mótorhjóli árið tvö þúsund og þrjú margir metrar
None	Hvað er krokketkúla mörg grömm	454	Hvað er krokketkúla mörg grömm
None	Hvað er málverkið af Mónu Lísu einnig kallað	La Giaconda	Hvað er málverkið af Mónu Lísu einnig kallað
None	Hvað er Mont Blanc hátt í metrum	4810	Hvað er Mont Blanc hátt í metrum
None	Hvað er mörg lönd í Asíu	46	Hvað er mörg lönd í Asíu
None	Hvað er sagt að hafi verið fyrsta orðið sem Pablo Picasso sagði sem barn	Blýantur	Hvað er sagt að hafi verið fyrsta orðið sem Pablo Picasso sagði sem barn
None	Hvað er Silverstone formúlu 1 brautin í Bretlandi löng	5.140	Hvað er Silverstone formúlu ein brautin í Bretlandi löng
None	Hvað eru margir í liði í knapaknattleik (e. polo)	Fjórir	Hvað eru margir í liði í knapaknattleik enska polo 
None	Hvað eru margir stafir í: Vaðlaheiðarvegavinnuverkfærageymsluskúrslykillinn	49	Hvað eru margir stafir í 
None	Hvað eru mörg hjól undir Concorde þotu	10	Hvað eru mörg hjól undir Concorde þotu
None	Hvað eru mörg ríki í Afríku (2004)	53	Hvað eru mörg ríki í Afríku tvö þúsund og fjögur 
None	Hvað eru mörg sambandslönd (Bundesländer) í Þýskalandi	16	Hvað eru mörg sambandslönd Bundesländer í Þýskalandi
None	Hvað eru mörg sjálfstæð lönd á jörðinni (2010)	195	Hvað eru mörg sjálfstæð lönd á jörðinni tvö þúsund og tíu 
None	Hvað eru Úralfjöll langur fjallgarður í km	2500	Hvað eru Úralfjöll langur fjallgarður í km
None	Hvað eru Vestmannaeyjar margar	18	Hvað eru Vestmannaeyjar margar
None	Hvað fann John Augustus Larson upp 1921	Lygamælinn	Hvað fann John Augustus Larson upp nítján hundruð tuttugu og eitt
None	Hvað frægu byggingu teiknaði William K. Harrison	Höfuðstöðvar Sameinuðu þjóðanna	Hvað frægu byggingu teiknaði William K Harrison
None	Hvað gaf Halldór Laxness út mörg skáldverk, æviminningar, leikrit og ritgerðasöfn	51	Hvað gaf Halldór Laxness út mörg skáldverk æviminningar leikrit og ritgerðasöfn
None	Hvað gríski heimspekingur sagði til um stærð jarðar með aðeins 4% skekkju	Eratosthenes	Hvað gríski heimspekingur sagði til um stærð jarðar með aðeins fjögur prósent skekkju
None	Hvað hefur Micheal Jordan skorað flest stig í einum leik	69	Hvað hefur Micheal Jordan skorað flest stig í einum leik
None	Hvað heita hryðjuverkasamtökin í Perú sem höfðu sendiráð Japanna á sínu valdi 1996	Tupac Amaru	Hvað heita hryðjuverkasamtökin í Perú sem höfðu sendiráð Japanna á sínu valdi nítján hundruð níutíu og sex
None	Hvað heita tvíburalöggurnar í Tinnabókunum	Skapti og Skafti	Hvað heita tvíburalöggurnar í Tinnabókunum
None	Hvað heita úlfar Óðins í norrænni goðafræði	Freki og Geri	Hvað heita úlfar Óðins í norrænni goðafræði
None	Hvað heitir aðalsöguhetjan í sögunni "A Clockwork Orange" (Válynd glóaldin)	Alexander	Hvað heitir aðalsöguhetjan í sögunni A Clockwork Orange Válynd glóaldin 
None	Hvað heitir austasti hreppur í Norður-Þingeyjarsýslu	Sauðaneshreppur	Hvað heitir austasti hreppur í Norður Þingeyjarsýslu
None	Hvað heitir bæjarstjórinn í Mosfellsbæ (2004)	Ragnheiður Ríkharðsdóttir	Hvað heitir bæjarstjórinn í Mosfellsbæ tvö þúsund og fjögur 
None	Hvað heitir bæjarstjórinn í Sandgerði (2005)	Sigurður Valur Ásbjörnsson	Hvað heitir bæjarstjórinn í Sandgerði tvö þúsund og fimm 
None	Hvað heitir félagsheimili Kjósverja	Félagsgarður	Hvað heitir félagsheimili Kjósverja
None	Hvað heitir fjallgarðurinn á milli Svartahafs og Kaspíahafs	Kákasusfjöll	Hvað heitir fjallgarðurinn á milli Svartahafs og Kaspíahafs
None	Hvað heitir fjallgarðurinn sunnan Lönguhlíðar á Reykjanesi	Brennisteinsfjöll	Hvað heitir fjallgarðurinn sunnan Lönguhlíðar á Reykjanesi
None	Hvað heitir fjallgarður sá á Ítalíu sem teygir sig eftir henni 1190 kílómetra	Appennínafjöll	Hvað heitir fjallgarður sá á Ítalíu sem teygir sig eftir henni ellefu hundruð og níutíu kílómetra
None	Hvað heitir fjallið fyrir ofan Seattle, WA	Mount Rainier	Hvað heitir fjallið fyrir ofan Seattle W A
None	Hvað heitir fjallið við rætur Langasjós	Sveinstindur	Hvað heitir fjallið við rætur Langasjós
None	Hvað heitir formaður Samtakanna 78 (árið 2004)	Þorvaldur Kristinsson	Hvað heitir formaður Samtakanna sjötíu og átta árið tvö þúsund og fjögur 
None	Hvað heitir fornfræg hákarlaveiðistöð milli Trékyllisvíkur og Reykjarfjarðar	Gjögur	Hvað heitir fornfræg hákarlaveiðistöð milli Trékyllisvíkur og Reykjarfjarðar
None	Hvað heitir frægasti dans Spánar	Flamenco	Hvað heitir frægasti dans Spánar
None	Hvað heitir galdramálaráðherrann í sögunum um Harry Potter	Cornelius Fudge	Hvað heitir galdramálaráðherrann í sögunum um Harry Potter
None	Hvað heitir hæsti hluti Langjökuls	Geitlandsjökull	Hvað heitir hæsti hluti Langjökuls
None	Hvað heitir hæsti tindurinn á Heimaey	Blátindur	Hvað heitir hæsti tindurinn á Heimaey
None	Hvað heitir hafnarborg Aþenu	Píreus	Hvað heitir hafnarborg Aþenu
None	Hvað heitir heimavöllur Hauka	Ásvellir	Hvað heitir heimavöllur Hauka
None	Hvað heitir heimavöllur knattspyrnuliðsins Valencia	Mestalla	Hvað heitir heimavöllur knattspyrnuliðsins Valencia
None	Hvað heitir heimavöllur Seattle Seahawks	Qwest Field	Hvað heitir heimavöllur Seattle Seahawks
None	Hvað heitir helgirit Zaraþústra	Avestas	Hvað heitir helgirit Zaraþústra
None	Hvað heitir helsta hafnarborg Sýrlands	Tartús	Hvað heitir helsta hafnarborg Sýrlands
None	Hvað heitir hið þekkta verk eftir Salvador Dali með klukkunni sem hengur yfir trjágrein	The Persistence of Memory	Hvað heitir hið þekkta verk eftir Salvador Dali með klukkunni sem hengur yfir trjágrein
None	Hvað heitir höfuðborg Angóla	Luanda	Hvað heitir höfuðborg Angóla
None	Hvað heitir höfuðborg Líberíu	Monrovia	Hvað heitir höfuðborg Líberíu
None	Hvað heitir höfuðborg Vestur-Kongó	Brazzaville	Hvað heitir höfuðborg Vestur Kongó
None	Hvað heitir höfuðborg Zimbabwe	Harare	Hvað heitir höfuðborg Zimbabwe
None	Hvað heitir "Höfundur Íslands" í samnefndri skáldsögu eftir Hallgrím Helgason	Einar Jóhann Ásgrímsson	Hvað heitir Höfundur Íslands í samnefndri skáldsögu eftir Hallgrím Helgason
None	Hvað heitir hraðbrautin sem fer frá Kanada til Mexíkó í vestanverðum Bandaríkjunum	Interstate 5	Hvað heitir hraðbrautin sem fer frá Kanada til Mexíkó í vestanverðum Bandaríkjunum
None	Hvað heitir húsið sem hýsti fyrsta kvikmyndahús á Íslandi	Fjalakötturinn	Hvað heitir húsið sem hýsti fyrsta kvikmyndahús á Íslandi
None	Hvað heitir hús Matthías Jochumssonar á Akureyri	Sigurhæðir	Hvað heitir hús Matthías Jochumssonar á Akureyri
None	Hvað heitir írska skáldið sem fékk bókmenntaverðlaun Nóbels 1995	Seamus Heaney	Hvað heitir írska skáldið sem fékk bókmenntaverðlaun Nóbels nítján hundruð níutíu og fimm
None	Hvað heitir íþróttafélagið á Blönduósi	Hvöt	Hvað heitir íþróttafélagið á Blönduósi
None	Hvað heitir íþróttafélagið á Hólmavík	Geislinn	Hvað heitir íþróttafélagið á Hólmavík
None	Hvað heitir J.K.Rowling fullu nafni	Joanne Kathleen Rowling	Hvað heitir J punktur K punktur R o w l i n g fullu nafni
None	Hvað heitir kameldýrið á Camel sígarettupökkunum	Old Joe	Hvað heitir kameldýrið á Camel sígarettupökkunum
None	Hvað heitir kennarinn, sem kennir "vörn gegn myrku öflunum" í 3. Harry Potter bókinni	Remus Lupin	Hvað heitir kennarinn sem kennir vörn gegn myrku öflunum í þrjú 
None	Hvað heitir Knattspyrnuliðið frá Hofsósi	Neisti	Hvað heitir Knattspyrnuliðið frá Hofsósi
None	Hvað heitir kona George W. Bush Bandaríkjaforseta	Laura Welch Bush	Hvað heitir kona George W Bush Bandaríkjaforseta
None	Hvað heitir lengsta fljót Asíu	Yangtze	Hvað heitir lengsta fljót Asíu
None	Hvað heitir Leon Trotsky fullu nafni	Lev Davidovich Bronstein	Hvað heitir Leon Trotsky fullu nafni
None	Hvað heitir ljóðið sem byrjar svo: "Urð og grjót, upp í mót..."	Fjallganga	Hvað heitir ljóðið sem byrjar svo 
None	Hvað heitir morðingi John Lennon	Mark David Chapman	Hvað heitir morðingi John Lennon
None	Hvað heitir næst hæsta fjall Færeyja	Gráfelli	Hvað heitir næst hæsta fjall Færeyja
None	Hvað heitir nýjasta skáldsaga Hallgríms Helgasonar (2008)	10 ráð til að hætta að drepa fólk og byrja að vaska upp	Hvað heitir nýjasta skáldsaga Hallgríms Helgasonar tvö þúsund og átta 
None	Hvað heitir nyrsti bær Noregs	Gamvik	Hvað heitir nyrsti bær Noregs
None	Hvað heitir nyrsti hluti Kanada	Cape Columbia	Hvað heitir nyrsti hluti Kanada
None	Hvað heitir prófessor sá sem ferðast með Birtingi í samnefndri bók	Altunga	Hvað heitir prófessor sá sem ferðast með Birtingi í samnefndri bók
None	Hvað heitir skarðið milli Tungnafellsjökuls og Vatnajökuls	Vonarskarð	Hvað heitir skarðið milli Tungnafellsjökuls og Vatnajökuls
None	Hvað heitir smæsta nýlenda heims	Gíbraltar	Hvað heitir smæsta nýlenda heims
None	Hvað heitir söfnuðurinn sem stóð fyrir eiturefnaárásum í Japan	Aum Shinri	Hvað heitir söfnuðurinn sem stóð fyrir eiturefnaárásum í Japan
None	Hvað heitir sonur Kristrúnar í Hamravík	Falur Betúelsson	Hvað heitir sonur Kristrúnar í Hamravík
None	Hvað heitir stærsta borg Nýja-Sjálands	Auckland	Hvað heitir stærsta borg Nýja Sjálands
None	Hvað heitir stærsta eyjan í Ermasundi	Jersey	Hvað heitir stærsta eyjan í Ermasundi
None	Hvað heitir stærsta stöðuvatn á Bretlandi	Loch Lomond	Hvað heitir stærsta stöðuvatn á Bretlandi
None	Hvað heitir stærsti bærinn á Ölandi	Borgholm	Hvað heitir stærsti bærinn á Ölandi
None	Hvað heitir stærsti fjörður Sjálands í Danmörku	Ísafjörður	Hvað heitir stærsti fjörður Sjálands í Danmörku
None	Hvað heitir stóra eyjan sem liggur suðaustur af Afríku, á móts við Mósambík	Madagaskar	Hvað heitir stóra eyjan sem liggur suðaustur af Afríku á móts við Mósambík
None	Hvað heitir sundið milli Norður-Írlands og Skotlands	Úlfreksfjörður	Hvað heitir sundið milli Norður Írlands og Skotlands
None	Hvað heitir svæðið í Egyptalandi þar sem flest grafhýsi faraóanna hafa fundist	Dalur konunganna	Hvað heitir svæðið í Egyptalandi þar sem flest grafhýsi faraóanna hafa fundist
None	Hvað heitir syðsti hluti Svíþjóðar	Skánn	Hvað heitir syðsti hluti Svíþjóðar
None	Hvað heitir tjörnin fyrir framan Bessastaði	Lambhúsatjörn	Hvað heitir tjörnin fyrir framan Bessastaði
None	Hvað heitir vegurinn milli Þingvalla og Laugarvatns	Gjábakkavegur	Hvað heitir vegurinn milli Þingvalla og Laugarvatns
None	Hvað heitir Viggó viðutan á frummálinu	Gaston Lagaffe	Hvað heitir Viggó viðutan á frummálinu
None	Hvað heitir þekktasta eldfjall Filippseyja	Pinatubo	Hvað heitir þekktasta eldfjall Filippseyja
None	Hvað heitir þingflokksformaður Demókrata	Tom Daschle	Hvað heitir þingflokksformaður Demókrata
None	Hvað heitir þjóðminjasafn Bandaríkjanna	Smithsonian	Hvað heitir þjóðminjasafn Bandaríkjanna
None	Hvað heitir þjóðsöngur Íraks	Mawtini	Hvað heitir þjóðsöngur Íraks
None	Hvað heitir þriðja systirin (ekki Masha og Olga) í leikriti Anton Chekov þrjár systur	Irina	Hvað heitir þriðja systirin ekki Masha og Olga í leikriti Anton Chekov þrjár systur
None	Hvað hét 16. forsætisráðherra Íslands	Ólafur Thors	Hvað hét sextándi forsætisráðherra Íslands
None	Hvað hét Ankara, höfuðborg Tyrklands, áður	Angora	Hvað hét Ankara höfuðborg Tyrklands áður
None	Hvað hét Arabíu-Lawrence fullu nafni	Thomas Edward Lawrence	Hvað hét Arabíu Lawrence fullu nafni
None	Hvað hét ástkona og síðar eiginkona Edward VIII Englandskonungs, ein nafnkunnasta hertogaynja af Windsor	Wallis Simpson	Hvað hét ástkona og síðar eiginkona Edward áttundi Englandskonungs ein nafnkunnasta hertogaynja af Windsor
None	Hvað hét Austur-Tímor áður	Portúgalska Tímor	Hvað hét Austur Tímor áður
None	Hvað hét Bangkok áður	Bang Makok	Hvað hét Bangkok áður
None	Hvað hét Belís áður	Breska Hondúras	Hvað hét Belís áður
None	Hvað hét blað Félags þjóðernissinnaðra stúdenta við Háskóla Íslands	Mjölnir	Hvað hét blað Félags þjóðernissinnaðra stúdenta við Háskóla Íslands
None	Hvað hét dóttir Þórs og Sifjar í norrænni goðafræði	Þrúður	Hvað hét dóttir Þórs og Sifjar í norrænni goðafræði
None	Hvað hét eiginkona Hektors Trojuhetju	Andromache	Hvað hét eiginkona Hektors Trojuhetju
None	Hvað hét eina konan sem var brennd á báli fyrir galdra á Íslandi	Þuríður Ólafsdóttir	Hvað hét eina konan sem var brennd á báli fyrir galdra á Íslandi
None	Hvað hét einkaritari Hitlers	Traudl Junge	Hvað hét einkaritari Hitlers
None	Hvað hét faðir Alexanders mikla	Filippus	Hvað hét faðir Alexanders mikla
None	Hvað hét faðir Harry Potter	James Potter	Hvað hét faðir Harry Potter
None	Hvað hét flugvélin sem varpaði kjarnorkusprengjunni á Nagasaki	Bocks Car	Hvað hét flugvélin sem varpaði kjarnorkusprengjunni á Nagasaki
None	Hvað hét Frakkinn sem skók ríkisstjórn Íslands í upphafi níunda áratugar 20. aldarinnar	Patrick Gervasoni	Hvað hét Frakkinn sem skók ríkisstjórn Íslands í upphafi níunda áratugar tuttugustu aldarinnar
None	Hvað hét franska rannsóknarskipið sem fórst á Mýrum árið 1936	Pourqois pas	Hvað hét franska rannsóknarskipið sem fórst á Mýrum árið nítján hundruð þrjátíu og sex
None	Hvað hét furstinn af Mónakó sem lést árið 2005	Rainier	Hvað hét furstinn af Mónakó sem lést árið tvö þúsund og fimm
None	Hvað hét fyrsta konan sem var tekin af lífi í bandaríkjum Norður-Ameríku	Mary Surratt	Hvað hét fyrsta konan sem var tekin af lífi í bandaríkjum Norður Ameríku
None	Hvað hét fyrsti forsætisráðherra Íslands	Jón Magnússon	Hvað hét fyrsti forsætisráðherra Íslands
None	Hvað hét fyrsti konungur Skotlands	Kenneth	Hvað hét fyrsti konungur Skotlands
None	Hvað hét fyrsti nýsköpunartogarinn	Ingólfur Arnarson	Hvað hét fyrsti nýsköpunartogarinn
None	Hvað hét hæsti maður allra tíma	Robert Wadlow	Hvað hét hæsti maður allra tíma
None	Hvað hét Harare, höfuðborg Simbabve, áður	Salisbury	Hvað hét Harare höfuðborg Simbabve áður
None	Hvað hét hestur Alexanders Mikla	Bucephalus	Hvað hét hestur Alexanders Mikla
None	Hvað hét hestur Caligula	Incitatus	Hvað hét hestur Caligula
None	Hvað hét hjákona málarans James Tissot	Kathleen Newton	Hvað hét hjákona málarans James Tissot
None	Hvað hét höfundur lögreglusagnanna um Maigret	Símenon	Hvað hét höfundur lögreglusagnanna um Maigret
None	Hvað hét hundur Winston Churchill	Rufus	Hvað hét hundur Winston Churchill
None	Hvað hét Indónesíska eyjan sem hvarf eftir eldgos árið 1883	Krakatá	Hvað hét Indónesíska eyjan sem hvarf eftir eldgos árið átján hundruð áttatíu og þrjú
None	Hvað hét innrásaráætlun þjóðverja í Rússland í seinni heimstyrjöldinni	Barbarossa	Hvað hét innrásaráætlun þjóðverja í Rússland í seinni heimstyrjöldinni
None	Hvað hét ítalski stærðfræðingurinn Fibonacci fullu nafni	Leonardo Pisano	Hvað hét ítalski stærðfræðingurinn Fibonacci fullu nafni
None	Hvað hét kona Múhammeðs spámanns	Khadijah	Hvað hét kona Múhammeðs spámanns
None	Hvað hét landið Zaire fyrrum	Belgíska Kongó	Hvað hét landið Zaire fyrrum
None	Hvað hét leikhúsið sem Abraham Lincoln var myrtur í	Ford's Theater	Hvað hét leikhúsið sem Abraham Lincoln var myrtur í
None	Hvað hét maðurinn sem bakkaði hringinn í kringum landið á bíl árið 1981	Hallgrímur Marinósson	Hvað hét maðurinn sem bakkaði hringinn í kringum landið á bíl árið nítján hundruð áttatíu og eitt
None	Hvað hét París áður	Lutèce	Hvað hét París áður
None	Hvað hét sá jökull á Vestfjörðum sem nú er horfinn	Gláma	Hvað hét sá jökull á Vestfjörðum sem nú er horfinn
None	Hvað hét samvinnuverkefni bandaríkja Norður-Ameríku og Bretlands til þess að ráða dulmál Sovétríkjanna	VENONA	Hvað hét samvinnuverkefni bandaríkja Norður Ameríku og Bretlands til þess að ráða dulmál Sovétríkjanna
None	Hvað hét seinni eiginkona Johnny Cash	June Cash	Hvað hét seinni eiginkona Johnny Cash
None	Hvað hét síðasta márakastalinn á Spáni sem féll 1492	Alhambra	Hvað hét síðasta márakastalinn á Spáni sem féll fjórtán hundruð níutíu og tvö
None	Hvað hét síðasti Inkaleiðtoginn	Túpac Amaru	Hvað hét síðasti Inkaleiðtoginn
None	Hvað hét síðasti meðlimur fyrstu Þremenningastjórnarinnar sem myrtur var í Róm	Júlíus Sesar	Hvað hét síðasti meðlimur fyrstu Þremenningastjórnarinnar sem myrtur var í Róm
None	Hvað hét sonur Lúsíusar Septemíusar	Caracalla	Hvað hét sonur Lúsíusar Septemíusar
None	Hvað hét sonur William Shakespeare	Hamnet	Hvað hét sonur William Shakespeare
None	Hvað hét systurskip Bismarck	Tirpitz	Hvað hét systurskip Bismarck
None	Hvað hét Taíland áður	Síam	Hvað hét Taíland áður
None	Hvað hétu þeir Reynistaðabræður	Bjarni og Einar	Hvað hétu þeir Reynistaðabræður
None	Hvað hét verslunarstaðurinn á Reykjanesi sem eyðilagðist í flóði árið 1799	Básendar	Hvað hét verslunarstaðurinn á Reykjanesi sem eyðilagðist í flóði árið sautján hundruð níutíu og níu
None	Hvað hét Þorlákshöfn áður fyrr	Elliðahöfn	Hvað hét Þorlákshöfn áður fyrr
None	Hvað hét þriðji Illugastaðamorðinginn sem fékk líflátsdóm, en hlaut svo náðun af konungi og dæmdist til ævilangrar þrælkunar	Sigríður	Hvað hét þriðji Illugastaðamorðinginn sem fékk líflátsdóm en hlaut svo náðun af konungi og dæmdist til ævilangrar þrælkunar
None	Hvað hlaut Hitler margra ára fangelsisdóm fyrir Bjórkjallarauppreisnina	Fimm	Hvað hlaut Hitler margra ára fangelsisdóm fyrir Bjórkjallarauppreisnina
None	Hvað hrópaði John Wilkes Booth á latínu eftir að hafa myrt Abraham Lincoln	Sic semper tyrannis	Hvað hrópaði John Wilkes Booth á latínu eftir að hafa myrt Abraham Lincoln
None	Hvað kallaði Jónas Hallgrímsson rafmagn	rafurmagn	Hvað kallaði Jónas Hallgrímsson rafmagn
None	Hvað kallaði Trisha Macmillan sig í bókini "The Hitchhiker's Guide to the Galaxy"	Trillian	Hvað kallaði Trisha Macmillan sig í bókini The Hitchhikers Guide to the Galaxy 
None	Hvað kalla gárungar útilegumann Einars Jónssonar í daglegu tali	Vísitölufjölskyldan	Hvað kalla gárungar útilegumann Einars Jónssonar í daglegu tali
None	Hvað kalla kínverjar Kínamúrinn	Chang Cheng	Hvað kalla kínverjar Kínamúrinn
None	Hvað kallast 7 ára brúðkaupsafmæli	Ullarbrúðkaup	Hvað kallast sjö ára brúðkaupsafmæli
None	Hvað kallast efsta virkjunin í Soginu	Steingrímsstöð	Hvað kallast efsta virkjunin í Soginu
None	Hvað kallast heiðin á milli Öxarfjarðar og Þistilfjarðar	Öxarfjarðarheiði	Hvað kallast heiðin á milli Öxarfjarðar og Þistilfjarðar
None	Hvað kallast sýslurnar í Frakklandi	Departements	Hvað kallast sýslurnar í Frakklandi
None	Hvað kallast sýslurnar í Sviss	Kantónur	Hvað kallast sýslurnar í Sviss
None	Hvað kallast þúsundir eyja í mið og suður Kyrrahafi einu nafni	Mikronesia	Hvað kallast þúsundir eyja í mið og suður Kyrrahafi einu nafni
None	Hvað kölluðu heimamenn óeirðirnar á Írlandi á 20. öld	The Troubles	Hvað kölluðu heimamenn óeirðirnar á Írlandi á tuttugustu öld
None	Hvað kölluðu norrænir menn Sófíu-kirkjuna í Konstantínópel	Ægisif	Hvað kölluðu norrænir menn Sófíu kirkjuna í Konstantínópel
None	Hvað kölluðu Rómverjar til forna Lundúni (e. London)	Londinium	Hvað kölluðu Rómverjar til forna Lundúni e 
None	Hvað komu út mörg bindi af Das Kapital eftir Karl Marx meðan hann var á lífi	Eitt	Hvað komu út mörg bindi af Das Kapital eftir Karl Marx meðan hann var á lífi
None	Hvað komu út mörg hefti af tímaritinu Verðanda í Kaupmannahöfn	Eitt	Hvað komu út mörg hefti af tímaritinu Verðanda í Kaupmannahöfn
None	Hvað kostar Skeifan í monopoly borðspilinu	32000	Hvað kostar Skeifan í monopoly borðspilinu
None	Hvað merkir nafnið Högni	Verndari	Hvað merkir nafnið Högni
None	Hvað nefna Argentínumenn Falklandseyjar	Malvinaseyjar	Hvað nefna Argentínumenn Falklandseyjar
None	Hvað nefndist Jamaíka þegar hún var spænsk nýlenda	Santiago	Hvað nefndist Jamaíka þegar hún var spænsk nýlenda
None	Hvað nefndist sameining Austurríkis og Þýskalands 13. mars 1938	Anschluss	Hvað nefndist sameining Austurríkis og Þýskalands þrettánda mars nítján hundruð þrjátíu og átta
None	Hvað nefnist hafsvæðið í Miðjarðarhafi á milli Suður-Ítalíu, Albaníu og Grikklands	Jónahaf	Hvað nefnist hafsvæðið í Miðjarðarhafi á milli Suður Ítalíu Albaníu og Grikklands
None	Hvað nefnist moskvan Hagia Sofia (Hagia Sophia) á íslensku	Ægisif	Hvað nefnist moskvan Hagia Sofia Hagia Sophia á íslensku
